"ITAG"	"GO"
"Solyc04g016050.2.1"	"0003924,0005515,0005622,0009507,0005525"
"Solyc04g016060.1.1"	"0044267,0016853"
"Solyc04g016070.2.1"	"0005634,0003700,0005667,0045449"
"Solyc04g016080.1.1"	"0007018,0005515,0003777,0005524,0005874"
"Solyc04g016130.2.1"	"0005515"
"Solyc04g016160.2.1"	"0005515"
"Solyc04g016170.1.1"	"0016021,0009055,0006810,0000287,0018298,0016168,0051539,0009522,0015979,0009535,0022900,0006118"
"Solyc04g016180.2.1"	"0016757"
"Solyc04g016190.1.1"	"0008152,0080043,0016757"
"Solyc04g016200.1.1"	"0008152,0080043,0008194,0016758"
"Solyc04g016210.2.1"	"0008152,0080043,0016757"
"Solyc04g016220.2.1"	"0008152,0080043,0005643,0006810,0050403,0050404"
"Solyc04g016230.2.1"	"0008152,0080044,0016757"
"Solyc04g016240.2.1"	"0005515,0005643,0005730,0006810,0016740"
"Solyc04g016250.2.1"	"0005759"
"Solyc04g016260.2.1"	"0005388,0008152,0016020,0009705,0008270,0009651,0009624,0042742,0016021,0043069,0006730,0004089,0006754,0055081,0070588,0009535,0005886,0005516,0005524,0016529"
"Solyc04g016280.2.1"	"0008514,0016021,0015711"
"Solyc04g016310.1.1"	"0005488"
"Solyc04g016330.2.1"	"0004367,0005737,0008152,0009331,0016491,0050662,0051287,0055114,0047952,0046168,0005829,0046486"
"Solyc04g016350.1.1"	"0003723,0003735,0005840,0032183,0005730,0022627,0016020,0006412,0019843,0042254"
"Solyc04g016360.2.1"	"0016023,0018738,0080030,0004091,0046686,0048046,0080031,0080032,0009536,0015947"
"Solyc04g016370.2.1"	"0005524,0043140,0045739,0006355,0016444,0003677,0016740,0004386"
"Solyc04g016380.2.1"	"0005515,0004812,0005524,0006418"
"Solyc04g016390.1.1"	"0005840,0003735,0015934,0006412,0005739,0042254"
"Solyc04g016400.2.1"	"0005509,0048306"
"Solyc04g016410.2.1"	"0005488,0031072,0006457,0051082"
"Solyc04g016430.2.1"	"0019139,0050660,0055114,0005773,0048507,0009823,0008762,0006040"
"Solyc04g016440.2.1"	"0016020,0016021,0005739,0009706"
"Solyc04g016470.2.1"	"0005975,0008810,0006952,0048046,0042973,0043169,0005982,0005985"
"Solyc04g016480.2.1"	"0005516,0005515"
"Solyc04g016490.2.1"	"0003993,0004722,0016787,0006470,0016020,0008287,0006771,0019497"
"Solyc04g016500.1.1"	"0003676"
"Solyc04g016510.2.1"	"0008380,0045505,0080008,0009560,0001709,0005681,0003676,0016607,0080027,0009617,0000166,0000398,0004402,0016573,0000123,0042967,0005515"
"Solyc04g016520.2.1"	"0003975,0005886,0016021,0008963,0005783,0006629,0009252"
"Solyc04g016530.2.1"	"0003676,0005622,0006281,0042644,0005739,0003906,0045893,0006284,0003677,0004519"
"Solyc04g016540.1.1"	"0004519,0005488"
"Solyc04g016550.2.1"	"0004326,0009058,0009396,0048767,0010449,0046901,0009570,0005759,0006536,0046656,0005524"
"Solyc04g016570.1.1"	"0008441,0004437,0006790"
"Solyc04g017610.2.1"	"0005515"
"Solyc04g017620.2.1"	"0046488,0046854,0005975,0016023,0005515,0016308,0005524,0006520,0016020,0005634,0005829"
"Solyc04g017650.2.1"	"0005622,0008152,0016740"
"Solyc04g017680.2.1"	"0005840,0015934,0006412,0005739,0046872,0003735,0000166,0003824,0042254"
"Solyc04g017700.2.1"	"0016021,0006506,0017176"
"Solyc04g017710.2.1"	"0000166,0003676,0008270,0048306,0003723,0042742,0005634"
"Solyc04g017720.2.1"	"0005576"
"Solyc04g017730.1.1"	"0005488,0003824"
"Solyc04g017750.2.1"	"0005488,0003824"
"Solyc04g017770.1.1"	"0019898,0005509,0042549,0009535,0009654"
"Solyc04g017780.1.1"	"0016020"
"Solyc04g017790.1.1"	"0016020"
"Solyc04g017800.1.1"	"0009507,0016020"
"Solyc04g017840.1.1"	"0016020"
"Solyc04g017860.1.1"	"0016020"
"Solyc04g017880.1.1"	"0016020"
"Solyc04g017900.1.1"	"0009507"
"Solyc04g017910.1.1"	"0009507,0016020"
"Solyc04g017920.1.1"	"0009507,0016020"
"Solyc04g017930.1.1"	"0009507"
"Solyc04g017940.1.1"	"0009507,0016020"
"Solyc04g017990.1.1"	"0006259,0046872,0003676,0043229"
"Solyc04g018000.1.1"	"0044464"
"Solyc04g018010.1.1"	"0009507"
"Solyc04g018030.1.1"	"0016020"
"Solyc04g018060.1.1"	"0016740,0005739"
"Solyc04g018090.2.1"	"0016021,0006814,0055085,0015299,0006885"
"Solyc04g018100.2.1"	"0015385,0016021,0006814,0010163,0009651,0009941,0005515,2000377,0042542,0005886,0015299,0006885"
"Solyc04g018110.1.1"	"0005509,0005515,0005886"
"Solyc04g018190.1.1"	"0005524,0009570,0017111,0009575"
"Solyc04g018250.1.1"	"0016779,0009536"
"Solyc04g019320.1.1"	"0043231,0044444"
"Solyc04g019330.1.1"	"0003677,0016023,0006355"
"Solyc04g024340.2.1"	"0012505,0004601,0006804,0006979"
"Solyc04g024390.1.1"	"0006508,0008234"
"Solyc04g024410.1.1"	"0016023,0009536,0004386,0005524,0019079"
"Solyc04g024420.2.1"	"0005839,0005737,0006511,0005634,0004298"
"Solyc04g024480.1.1"	"0008152,0003824"
"Solyc04g024500.2.1"	"0003713,0000123,0004402,0016573,0005667,0045941,0042967"
"Solyc04g024510.2.1"	"0005829,0000289,0000123,0016573,0004402,0003713,0008283,0042967,0005667,0045941"
"Solyc04g024530.2.1"	"0005515,0005524,0005856,0009825,0030833,0005885,0010090,0003779,0005200"
"Solyc04g024540.1.1"	"0009507,0005524,0009570,0017111,0009575"
"Solyc04g024550.1.1"	"0009507,0005524,0009570,0017111,0009575"
"Solyc04g024560.1.1"	"0009507,0005524,0009570,0017111,0009575"
"Solyc04g024570.1.1"	"0005840,0055114,0048038,0008137,0016021,0009535,0006120,0006744,0006814,0015992,0003735,0006412,0042254"
"Solyc04g024580.1.1"	"0005524,0009570,0017111,0009575"
"Solyc04g024590.2.1"	"0008152,0055114,0005783,0005488,0009536,0005886,0004303,0008209,0008210"
"Solyc04g024600.1.1"	"0032259,0008168,0005515"
"Solyc04g024630.1.1"	"0008270"
"Solyc04g024640.1.1"	"0016787,0005618"
"Solyc04g024650.1.1"	"0016023,0046872,0004722,0005618,0003993,0006470,0008287,0006771,0019497"
"Solyc04g024780.1.1"	"0080167"
"Solyc04g024830.1.1"	"0005488,0016298,0009751,0005615,0009627,0009866,0009817,0009871,0010930,0016042"
"Solyc04g024840.2.1"	"0006629,0016298,0016787"
"Solyc04g024850.1.1"	"0005488"
"Solyc04g024860.1.1"	"0006508,0008234"
"Solyc04g024910.1.1"	"0009555,0005773,0030170,0046512,0005515,0004758,0016769,0009640,0005783,0006687,0017059,0042967"
"Solyc04g024920.1.1"	"0016705,0005506,0051537,0055114,0010277"
"Solyc04g024930.1.1"	"0003676"
"Solyc04g024940.2.1"	"0005515"
"Solyc04g024970.1.1"	"0046488,0009856,0016307,0032501,0006897,0009653,0005886"
"Solyc04g024980.1.1"	"0046488,0046854,0016324,0016308,0072583,0005524,0090406,0005739"
"Solyc04g024990.1.1"	"0005634,0045892,0009737"
"Solyc04g025000.1.1"	"0005634,0045892,0009737"
"Solyc04g025030.1.1"	"0005634,0009960,0003700,0043565,0005667,0045449"
"Solyc04g025050.1.1"	"0005634,0009960,0003700,0043565,0006355,0005667,0045449"
"Solyc04g025110.1.1"	"0005634,0017075,0019841,0009559,0009960,0005515,0003700,0043565,0005667,0045449"
"Solyc04g025120.1.1"	"0005739,0006875,0005524,0009570,0015446,0016020,0006812,0015700"
"Solyc04g025140.1.1"	"0003676"
"Solyc04g025150.1.1"	"0003676"
"Solyc04g025160.2.1"	"0005515,0006875,0015105,0005739,0005524,0009570,0015446,0016020,0006812,0015700,0046685"
"Solyc04g025170.2.1"	"0005215,0016887,0017111,0042626,0016023,0005886,0006810,0005524"
"Solyc04g025180.2.1"	"0042626,0005886,0006810"
"Solyc04g025200.2.1"	"0005886"
"Solyc04g025210.2.1"	"0005739,0005886"
"Solyc04g025230.1.1"	"0008152,0008080,0009507,0042967"
"Solyc04g025240.2.1"	"0008080,0009507,0042967"
"Solyc04g025260.2.1"	"0006508,0008233,0016020"
"Solyc04g025270.1.1"	"0003677,0008270,0015074"
"Solyc04g025280.2.1"	"0035091,0007165,0005886"
"Solyc04g025290.2.1"	"0003747,0005515,0005737,0006415,0016149,0009657,0009507,0006396,0005840,0006444,0006449,0018444"
"Solyc04g025300.2.1"	"0009616,0010050,0010267,0048471,0050688"
"Solyc04g025330.1.1"	"0016020,0016023"
"Solyc04g025360.1.1"	"0008234,0006508"
"Solyc04g025370.1.1"	"0008195,0016020,0008152,0003824,0005886"
"Solyc04g025400.2.1"	"0003824,0008195,0016020,0016491,0005887,0006687,0009395,0046486"
"Solyc04g025410.1.1"	"0019825,0020037,0055114,0004497,0044464,0019756,0009055,0006118"
"Solyc04g025430.1.1"	"0004519,0034046,0016798,0008152,0005488"
"Solyc04g025440.2.1"	"0005975,0004650,0012505,0005488,0007047,0006508,0005739,0005982,0005985"
"Solyc04g025450.1.1"	"0005777,0016874"
"Solyc04g025460.1.1"	"0006468,0004683,0005886,0004723,0005515,0005509,0005524,0009069,0006470,0008287"
"Solyc04g025480.1.1"	"0003700,0043565,0009987"
"Solyc04g025490.1.1"	"0010091"
"Solyc04g025500.1.1"	"0010468,0009909,0005515,0006139"
"Solyc04g025520.1.1"	"0046872,0003677,0006810,0015074"
"Solyc04g025530.2.1"	"0004351,0005516,0006536,0019752,0030170,0005634,0005829,0006522,0006531,0019482,0019530"
"Solyc04g025540.2.1"	"0004048,0008152,0000162,0009507,0006571,0009094"
"Solyc04g025560.2.1"	"0005525,0005622,0005515,0016004,0016020,0009536,0007264,0006886"
"Solyc04g025590.1.1"	"0031224,0000166,0004888,0007165,0045087"
"Solyc04g025600.1.1"	"0009825,0005829,0046777,0004674,0046827,0042538,0009965,0042802,0009733,0005524,0050321,0009729,0009742,0005886,0009069"
"Solyc04g025620.1.1"	"0046872,0003676"
"Solyc04g025640.1.1"	"0003824,0009570"
"Solyc04g025650.2.1"	"0008152,0016491,0005783,0009617"
"Solyc04g025660.1.1"	"0000156,0018106,0006355,0004872,0005524,0000155,0005789,0009873,0045449,0009365"
"Solyc04g025680.1.1"	"0003676"
"Solyc04g025710.1.1"	"0008152,0055114,0003863,0006550,0006552,0006574,0017086"
"Solyc04g025740.1.1"	"0006355,0045449,0003700,0043565,0005515,0005667"
"Solyc04g025750.2.1"	"0016020"
"Solyc04g025760.1.1"	"0003700,0045449,0003677"
"Solyc04g025800.1.1"	"0006508,0008234"
"Solyc04g025820.1.1"	"0006915,0005524"
"Solyc04g025840.1.1"	"0006915,0005524"
"Solyc04g025850.1.1"	"0006915,0005524"
"Solyc04g025870.2.1"	"0005488,0005794,0030117,0030131,0030276,0044431,0016192,0008565,0006886,0030121"
"Solyc04g025880.2.1"	"0009674,0016020,0015079,0071805,0005886"
"Solyc04g025890.1.1"	"0008152,0005488"
"Solyc04g025910.1.1"	"0042626,0000166,0006810"
"Solyc04g025930.1.1"	"0005622,0003700,0003677,0006355,0005667,0045449"
"Solyc04g025940.2.1"	"0003825,0004805,0005992,0008152,0009753,0034768,0016099,0009611,0050551,0080027,0005982,0005985"
"Solyc04g025950.1.1"	"0006508,0008234"
"Solyc04g025960.1.1"	"0008270"
"Solyc04g025970.1.1"	"0005634,0009559,0005515,0003700,0043565,0005667,0045449"
"Solyc04g025990.2.1"	"0009674,0016020,0015079,0071805,0009507"
"Solyc04g026030.2.1"	"0003824,0004766,0030750,0032259,0008295,0009821,0006525,0006560,0019482"
"Solyc04g026050.1.1"	"0005774,0000325"
"Solyc04g026080.1.1"	"0005488"
"Solyc04g026100.1.1"	"0003723,0005840,0032183,0003735,0005618,0022627,0009507,0016020,0006412,0042254"
"Solyc04g026110.2.1"	"0005515,0006915,0006952,0005524"
"Solyc04g026140.1.1"	"0051707,0006952"
"Solyc04g026160.1.1"	"0008152,0035251"
"Solyc04g026170.1.1"	"0016740"
"Solyc04g026200.2.1"	"0006508,0016929,0016926,0005634,0009651,0010228"
"Solyc04g026210.2.1"	"0004712,0006468,0004713"
"Solyc04g026230.1.1"	"0006468,0004672"
"Solyc04g026280.2.1"	"0016020"
"Solyc04g026310.1.1"	"0003899,0006351,0003677,0032549,0009507,0005730,0006144,0006206"
"Solyc04g026320.1.1"	"0009507,0005524,0009570,0017111,0009575"
"Solyc04g026340.1.1"	"0005945,0005618,0047334,0015979,0046686,0016020,0009793,0006000,0006013,0003872,0006096,0006012,0006094,0006098"
"Solyc04g026350.2.1"	"0005509,0031683,0005815,0055114,0006281,0010053,0003676,0009932,0008026,0032440,0051301,0005524,0005515,0007067,0005886"
"Solyc04g026360.2.1"	"0006810,0008565,0030131,0030276,0030125,0016192,0006886,0005515"
"Solyc04g026380.2.1"	"0030131,0030276,0030125,0016192,0006886,0005515"
"Solyc04g028380.1.1"	"0008146,0080118,0019761,0047364"
"Solyc04g028390.1.1"	"0004062,0008146,0019761,0047364"
"Solyc04g028400.1.1"	"0008146"
"Solyc04g028410.1.1"	"0008146,0080118"
"Solyc04g028460.1.1"	"0080167"
"Solyc04g028470.1.1"	"0004064,0006629,0010930,0016298,0009814,0016042"
"Solyc04g028500.1.1"	"0000785,0003964,0003677,0006333,0003682,0006278,0003723,0005634,0008270,0015074"
"Solyc04g028560.2.1"	"0003676,0003700,0005622,0033169,0005515,0008270,0006355,0009826,0048579,0035067,0048577,0048366,0009741,0005667,0045449"
"Solyc04g028570.1.1"	"0033169,0006355,0009826,0048579,0048577,0009741,0005488,0005634"
"Solyc04g028580.1.1"	"0048579,0006355,0048577,0009741,0033169,0003700,0009826,0005667,0045449,0005515"
"Solyc04g028590.1.1"	"0005488"
"Solyc04g039620.2.1"	"0009116,0042803,0009165,0016301,0016310,0004749,0005524,0000287,0009536,0005739,0006098,0006144"
"Solyc04g039640.2.1"	"0016779,0003676,0034645,0090304"
"Solyc04g039650.2.1"	"0009165,0016301,0005886,0016310,0004749,0005524,0000287,0009116,0009536,0005739,0006098,0006144"
"Solyc04g039670.2.1"	"0003878,0005524,0016117,0019252,0009911,0007568,0043481,0015995,0005829,0045793,0045995,0009346,0016829,0048366,0010025,0006085,0004775,0019643,0042709"
"Solyc04g039680.1.1"	"0003676"
"Solyc04g039720.1.1"	"0008270"
"Solyc04g039730.2.1"	"0005515,0006468,0016301,0004872,0004715,0016023,0005886,0005524,0016021,0004674,0007165,0009069"
"Solyc04g039760.1.1"	"0009507,0016020,0005524"
"Solyc04g039770.1.1"	"0009536"
"Solyc04g039780.1.1"	"0005524,0009570,0017111,0009575"
"Solyc04g039790.1.1"	"0055114,0012505,0048038,0008137,0016021,0019684,0009535,0006120,0006744,0006814,0015992"
"Solyc04g039800.1.1"	"0055114,0016020,0009536,0008137,0006120,0006744,0006814,0015992"
"Solyc04g039810.1.1"	"0016021,0009522,0015979"
"Solyc04g039820.1.1"	"0009317,0016874,0006633,0046872,0005524,0009570,0016740,0009575,0003989,0006090"
"Solyc04g039830.1.1"	"0009536"
"Solyc04g039840.1.1"	"0015977,0016491,0009058,0015979,0016984,0000287,0009573,0046487"
"Solyc04g039850.1.1"	"0005524,0045261,0042777,0008553,0046933,0046961,0009535,0015991,0006119"
"Solyc04g039870.1.1"	"0055114,0046872,0009941,0016491,0009055,0051537,0006118"
"Solyc04g039880.1.1"	"0055114,0009507,0010277"
"Solyc04g039890.1.1"	"0046872,0009941,0009055,0010277,0051537,0055114,0006118"
"Solyc04g039900.1.1"	"0045454,0009055,0015035,0006118"
"Solyc04g039910.1.1"	"0008152,0016491,0016629,0005739,0010181,0055114"
"Solyc04g039920.1.1"	"0008152,0016491,0010181,0055114"
"Solyc04g039930.2.1"	"0008152,0016491,0005739,0010181,0055114"
"Solyc04g039940.1.1"	"0005488,0005739"
"Solyc04g039950.2.1"	"0016592,0090213,0040034,0001104,0006357"
"Solyc04g039970.1.1"	"0000325,0005774,0005509"
"Solyc04g039980.2.1"	"0005515"
"Solyc04g039990.2.1"	"0006915,0006952,0003824,0005524"
"Solyc04g040030.1.1"	"0016788,0005840,0005739"
"Solyc04g040060.1.1"	"0003676,0044444,0043231"
"Solyc04g040080.1.1"	"0000785,0003964,0003677,0006333,0003682,0006278,0003723,0005634,0008270,0015074"
"Solyc04g040090.2.1"	"0004064,0005515,0009058,0009505,0005773,0005886,0009821,0005783,0016844,0016114,0042432"
"Solyc04g040100.1.1"	"0006278,0000785,0003964,0003677,0006333,0003682,0003723,0004190,0006508,0005634,0008270,0015074"
"Solyc04g040110.2.1"	"0007018,0005524,0003777,0005874"
"Solyc04g040120.1.1"	"0042389,0055114,0016717,0008610,0005783,0044425"
"Solyc04g040130.1.1"	"0042389,0055114,0016717,0008610,0005783,0044425"
"Solyc04g040160.2.1"	"0032441,0051536,0055114,0009941,0009055,0006118,0010277"
"Solyc04g040170.2.1"	"0005515,0005634,0006350,0003899,0006351,0003677,0080137,0009536,0005730,0006144,0006206"
"Solyc04g040180.2.1"	"0008757,0046686,0032259,0005739,0008168"
"Solyc04g040190.1.1"	"0016117,0009509,0016705,0034019,0009507,0055114"
"Solyc04g040210.2.1"	"0005886"
"Solyc04g040220.2.1"	"0005515,0009944,0009954,0009965,0010582,0010434,0010227,0048439,0010254,0045893,0005737,0005634"
"Solyc04g040230.1.1"	"0005794,0032259,0008168"
"Solyc04g045290.1.1"	"0005515"
"Solyc04g045310.2.1"	"0016020,0005634"
"Solyc04g045330.1.1"	"0008152,0016740"
"Solyc04g045340.2.1"	"0000287,0004614,0005975,0046686,0005886,0005515,0044445,0009507,0005634,0048229,0005982,0005985,0006012,0006094,0006096,0006098,0019872"
"Solyc04g045370.1.1"	"0006508,0008234"
"Solyc04g045410.1.1"	"0006457,0044267,0051082,0005886,0005524"
"Solyc04g045420.1.1"	"0006457,0044267,0005515,0005886"
"Solyc04g045430.2.1"	"0003700,0006355"
"Solyc04g045440.2.1"	"0016020,0008270,0015662,0000166,0008152,0006812"
"Solyc04g045470.2.1"	"0005739"
"Solyc04g045480.2.1"	"0019538,0043130,0008242"
"Solyc04g045500.1.1"	"0006508,0008234"
"Solyc04g045530.2.1"	"0003896,0006269,0005657,0005730,0006351"
"Solyc04g045540.1.1"	"0031969,0016021"
"Solyc04g045550.1.1"	"0031969,0016021"
"Solyc04g045560.2.1"	"0005634,0048510,0048653,0003677"
"Solyc04g045580.2.1"	"0005739"
"Solyc04g045590.2.1"	"0003906,0008198,0016491,0070579,0055114"
"Solyc04g045600.2.1"	"0004674,0005515,0006468,0004872,0005524,0016020,0007165,0009069,0004713"
"Solyc04g045630.2.1"	"0016791,0005737,0008420,0006470,0005634,0000775,0008287,0005515"
"Solyc04g045650.2.1"	"0003824,0016020,0016023"
"Solyc04g045660.2.1"	"0005524,0005634,0006298,0032137,0030674,0048316,0009845,0000790,0030983,0006312,0009555"
"Solyc04g047670.2.1"	"0016021,0016192"
"Solyc04g047680.1.1"	"0005488"
"Solyc04g047690.2.1"	"0016021,0016192"
"Solyc04g047720.2.1"	"0005774,0016023,0005783"
"Solyc04g047740.1.1"	"0009052,0004751,0019253,0042742,0009941,0009535,0009570,0015976"
"Solyc04g047770.2.1"	"0006886,0016020,0005515"
"Solyc04g047790.1.1"	"0044249,0005488,0044238,0016620,0009536,0010218,0010017,0006950"
"Solyc04g047820.1.1"	"0006281,0003906,0019104,0005515,0006306,0080111,0005634,0031936,0006284"
"Solyc04g047870.1.1"	"0005634,0017075,0009960,0003700,0043565,0005667,0045449"
"Solyc04g048900.2.1"	"0005509,0005783,0009626,0006457,0042742,0016023,0055074,0010204,0051082,0005789,0046283"
"Solyc04g048910.1.1"	"0006915,0006952,0016787,0005524"
"Solyc04g048920.1.1"	"0006952,0005524,0006915"
"Solyc04g048950.2.1"	"0005886"
"Solyc04g048960.1.1"	"0008152,0055114,0016491,0008270"
"Solyc04g048970.1.1"	"0046872,0016491,0008152"
"Solyc04g049010.2.1"	"0004534,0005622,0005634,0008270,0031087,0003676,0040029,0000291,0010587,0009630,0009826,0009961,0009873,0051252"
"Solyc04g049030.1.1"	"0016023,0009536"
"Solyc04g049040.1.1"	"0009536"
"Solyc04g049070.2.1"	"0004558,0005975,0030244,0042742,0032450,0033919,0009826,0009507,0046686,0030246,0005783"
"Solyc04g049080.2.1"	"0016021,0007568"
"Solyc04g049090.2.1"	"0016021,0008219,0009817,0005886"
"Solyc04g049100.1.1"	"0006468,0004683,0005886,0004723,0004702,0005509,0005524,0042803,0009069,0006470,0008287,0007178"
"Solyc04g049120.2.1"	"0003677,0043231,0005515"
"Solyc04g049130.2.1"	"0016020,0009941"
"Solyc04g049140.2.1"	"0003700,0008270,0005515"
"Solyc04g049160.2.1"	"0004683,0005509,0006468,0005524,0009069,0004713"
"Solyc04g049180.2.1"	"0016021"
"Solyc04g049200.1.1"	"0006730,0005829,0005507,0005618,0009693,0071281,0005730,0009651,0004478,0070062,0006556,0005524,0000287,0046686,0005886,0006555"
"Solyc04g049210.1.1"	"0005515,0005856,0005737,0005524"
"Solyc04g049240.1.1"	"0009539,0015979"
"Solyc04g049260.1.1"	"0003735,0005515,0005840,0015935,0009507,0006412,0019843,0005739,0042254"
"Solyc04g049270.1.1"	"0016491,0055114,0050590,0042432"
"Solyc04g049290.1.1"	"0008270,0009941,0016740"
"Solyc04g049310.1.1"	"0003676,0016023"
"Solyc04g049320.1.1"	"0000156,0018106,0006355,0004872,0005524,0000155,0005789,0009873,0045449,0009365"
"Solyc04g049330.2.1"	"0016471,0046933,0015991,0000325,0005886,0016820,0015986,0045259"
"Solyc04g049340.2.1"	"0005275,0044464"
"Solyc04g049350.2.1"	"0004107,0009073,0042602,0005730,0009423,0033587,0009507,0009793,0000162,0006571,0009094"
"Solyc04g049360.2.1"	"0003824,0005515,0006541,0008152,0009058,0009396,0046820,0046656,0016833,0008153,0046417,0009507,0009793"
"Solyc04g049380.2.1"	"0005215,0006468,0006508,0004672,0005524,0009507,0005739,0006810"
"Solyc04g049390.2.1"	"0016301,0016310,0043231,0044444"
"Solyc04g049400.2.1"	"0005515,0006468,0006950,0004674,0005524,0004713,0009069"
"Solyc04g049440.1.1"	"0005739"
"Solyc04g049450.2.1"	"0003756,0005783,0016853,0045454,0006979,0034976,0009055,0006662,0005774,0009507,0004579,0015035,0005739,0006118,0008250,0018279"
"Solyc04g049460.2.1"	"0006464,0017118,0033819,0005739,0009249,0009107,0016415,0042967"
"Solyc04g049470.2.1"	"0000786,0003677,0042393,0042802,0006334"
"Solyc04g049490.2.1"	"0005215,0006890,0006970,0009408,0005739"
"Solyc04g049520.1.1"	"0008270"
"Solyc04g049530.1.1"	"0006468,0005524,0004674,0009069"
"Solyc04g049550.2.1"	"0008444,0016020,0016021,0009941,0009958,0005792,0009624,0043481,0010329,0009640,0008361,0010315,0009637,0009926,0042626,0006661,0005886,0005516,0048443,0005739"
"Solyc04g049580.2.1"	"0016491,0005739,0055114"
"Solyc04g049590.1.1"	"0003735,0015935,0009507,0006412,0019843,0005739,0042254"
"Solyc04g049620.2.1"	"0016491,0005739,0055114"
"Solyc04g049630.2.1"	"0006508,0008233,0009507,0008236,0005515"
"Solyc04g049640.1.1"	"0004872,0004715,0006468,0005524,0004674,0007165,0009069"
"Solyc04g049650.1.1"	"0006468,0004872,0005792,0004715,0046777,0005515,0005524,0009816,0004674,0007165,0009069"
"Solyc04g049670.2.1"	"0006355,0016564,0055114,0000156,0000160,0005515,0045449"
"Solyc04g049680.2.1"	"0042752,0000160,0032091,0000156,0005515,0006355,0045449"
"Solyc04g049690.2.1"	"0004017,0006139,0046939,0048364,0005739,0009165,0008652,0005524,0009570,0048367,0005634,0006144,0046034"
"Solyc04g049710.2.1"	"0005515,0005792,0005886,0000226"
"Solyc04g049720.2.1"	"0004222,0005488,0006508,0008270,0019370,0070006,0004463,0008237"
"Solyc04g049730.1.1"	"0006350,0003899,0006351,0003677,0009507,0005730,0006144,0006206"
"Solyc04g049740.1.1"	"0003677,0003700,0005515,0045449"
"Solyc04g049760.2.1"	"0005488,0016070,0042802,0003743,0009790,0005840,0006446,0005515"
"Solyc04g049770.2.1"	"0005488,0016070,0003723,0006412,0005515"
"Solyc04g049790.2.1"	"0020037,0035100,0016491,0005886,0030308,0005496,0005634,0005783,0009535"
"Solyc04g049800.2.1"	"0003677,0006355,0008152,0003700,0005667,0045449"
"Solyc04g049840.2.1"	"0000166,0003676,0008270,0003723"
"Solyc04g049850.2.1"	"0005975,0005739"
"Solyc04g049860.1.1"	"0008080,0042967"
"Solyc04g049870.1.1"	"0016020,0015232,0015886,0017004"
"Solyc04g049890.2.1"	"0008152,0003824"
"Solyc04g049900.1.1"	"0003677,0015074"
"Solyc04g049910.2.1"	"0003677,0003700,0005622,0005634,0043565,0006355,0005667,0045449"
"Solyc04g049920.2.1"	"0000166,0003676"
"Solyc04g049950.1.1"	"0044444"
"Solyc04g049960.2.1"	"0005515,0016021,0012505,0009737,0009409,0042538"
"Solyc04g049970.2.1"	"0005739"
"Solyc04g049990.1.1"	"0004871,0007165"
"Solyc04g050000.1.1"	"0003677,0045449,0005515"
"Solyc04g050010.1.1"	"0005515,0005739,0009507"
"Solyc04g050040.2.1"	"0005509,0016020,0009941,0005743,0055085,0016021"
"Solyc04g050050.2.1"	"0005516,0005886,0005515"
"Solyc04g050070.1.1"	"0003700,0045449,0009650,0007623,0003913,0000719,0016036,0005634,0005515,0003677"
"Solyc04g050080.1.1"	"0003677,0045449,0005634,0005515"
"Solyc04g050090.1.1"	"0003677,0045449,0005515"
"Solyc04g050100.1.1"	"0045449,0009753,0009739,0009414,0009651,0006355,0009751,0003677,0009733,0010200,0009737,0003700,0009723,0046686,0005667,0005515"
"Solyc04g050110.1.1"	"0046872,0055114,0031408,0005506,0016165"
"Solyc04g050130.1.1"	"0016020,0005515"
"Solyc04g050150.2.1"	"0005524,0004386,0003677"
"Solyc04g050160.2.1"	"0005524,0004386,0003677"
"Solyc04g050170.2.1"	"0004675,0005515,0006468,0004674,0004871,0007169,0016491,0016023,0005524,0010067,0016020,0009069,0004713"
"Solyc04g050190.2.1"	"0006468,0005524,0016021,0004674,0005739,0009069"
"Solyc04g050210.1.1"	"0045449,0009739,0042742,0007263,0010200,0005515,0003700,0010150,0045892,0005667,0043565"
"Solyc04g050240.2.1"	"0005515,0030904,0005792,0008333,0005771,0042147,0006886"
"Solyc04g050260.1.1"	"0016021,0016023"
"Solyc04g050290.1.1"	"0005488,0008152,0016772"
"Solyc04g050330.1.1"	"0005840,0005488,0044446,0022626,0005634"
"Solyc04g050340.1.1"	"0005840,0003735,0006412,0042254"
"Solyc04g050350.1.1"	"0005488"
"Solyc04g050360.1.1"	"0005840,0005730,0005773,0009409,0003735,0005515,0042254,0022625,0009507,0016020,0008270,0006412"
"Solyc04g050370.1.1"	"0005840,0003735,0003723,0006412,0042254"
"Solyc04g050380.1.1"	"0005840,0005730,0005773,0009409,0003735,0005515,0042254,0022625,0009507,0016020,0008270,0006412,0003824,0030170"
"Solyc04g050390.1.1"	"0005515,0005840,0006412,0008270,0005730,0009409,0019843,0003735,0042254,0009507,0005773,0022625"
"Solyc04g050400.1.1"	"0005515,0005840,0003735,0042254,0022625,0016020,0006412"
"Solyc04g050410.1.1"	"0005840,0003735,0005515,0042254,0022625,0016020,0006412,0019843"
"Solyc04g050420.1.1"	"0005840,0030170,0003723,0008270,0005730,0009409,0003735,0042254,0009507,0005773,0022625,0006412,0003824"
"Solyc04g050430.1.1"	"0005840,0030170,0003735,0042254,0022625,0006412,0003824"
"Solyc04g050440.2.1"	"0015398,0016020,0072488,0009624,0005886,0015843,0016021,0008519"
