ITAG,logFC,logCPM,PValue,SGN_annotation,AGI,symbol,gene_name,X..identity,alignment.length,e.value,bit.score,percent.query.align
Solyc07g014640.2.1,-2.300085236,4.293752778,0.002553151,Galactokinase-like protein (AHRD V1 ***- Q9SG76_ARATH); contains Interpro domain(s)  IPR000705  Galactokinase ,AT3G10700,GalAK,"Encodes a GHMP kinase family protein.  Based on gene trap line GT8007, the gene appears to be expressed in a petal and stamen-specific manner, between flower stages 8 to 11.",69.91,432,2.00E-162,568,96.85393258
Solyc07g014670.2.1,-2.453725329,3.611593532,0.002532809,Cytochrome P450,NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g014730.2.1,-1.586776111,3.861960063,0.041968254,Phospholipase A2 (AHRD V1 **** Q5CCT8_TOBAC); contains Interpro domain(s)  IPR016090  Phospholipase A2 ,AT2G06925,ATSPLA2-ALPHA,"Encodes a secretory phospholipase A2 enzyme, which specifically hydrolyzes the sn-2 position of phospholipids. The enzyme has a preference towards linoleoyl acyl chain over palmitoyl acyl chain. It also has a slight preference for phosphatidylcholine over phosphatidylethanolamine.",56.25,144,1.00E-40,162,90.44585987
Solyc07g017220.2.1,-2.286013666,5.921319351,0.00093197,Os10g0422600 protein (Fragment) (AHRD V1 *-*- Q0IXM0_ORYSJ); contains Interpro domain(s)  IPR007650  Protein of unknown function DUF581 ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g017550.1.1,-1.81836606,3.826392488,0.013183312,"Receptor-like protein kinase At3g21340 (AHRD V1 *-*- RLK6_ARATH); contains Interpro domain(s)  IPR000719  Protein kinase, core ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g017640.2.1,-2.054630497,5.125011578,0.001981699,Lariat debranching enzyme (AHRD V1 **** B6U6X4_MAIZE); contains Interpro domain(s)  IPR004843  Metallophosphoesterase ,AT4G31770,ATDBR1,"calcineurin-like phosphoesterase family protein; Identical to Lariat debranching enzyme (EC 3.1.-.-) (AtDBR1) (DBR1) [Arabidopsis Thaliana] (GB:Q94K01;GB:O81771); similar to Os03g0725300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051129.1); similar to Lariat debranching enzyme A (GB:Q6GPB8); contains InterPro domain Lariat debranching enzyme, C-terminal; (InterPro:IPR007708); contains InterPro domain Metallophosphoesterase; (InterPro:IPR004843)",69.16,347,3.00E-145,511,83.94160584
Solyc07g018140.2.1,-2.583317299,3.019989575,0.001440222,Serine/threonine protein kinase-like (AHRD V1 **** Q9FGC3_ARATH); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ,AT2G18890,NA,"kinase; similar to ATP binding / protein kinase/ protein serine/threonine kinase [Arabidopsis thaliana] (TAIR:AT5G57670.2); similar to Protein kinase [Medicago truncatula] (GB:ABE84011.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)",65.28,386,3.00E-141,498,97.62532982
Solyc07g018350.2.1,-1.311989876,7.164665041,0.040365162,DNA mismatch repair protein muts (AHRD V1 *-*- Q16P35_AEDAE); contains Interpro domain(s)  IPR015536  DNA mismatch repair protein MutS-homolog MSH6 ,AT3G24495,ATMSH7,"encodes a DNA mismatch repair homolog of human MutS gene, MSH6. There are four MutS genes in Arabidopsis, MSH2, MSH3, MSH6, and MSH7, which all act as heterodimers and bind to 51-mer duplexes. MSH2*MSH7 exhibit moderate affinity for a (T/G) substrate and weak binding of (+T), suggesting MSH2*MSH7 may be specialized for lesions/base mispairs not tested or for (T/G) mispairs in special contexts.",64.05,765,0,951,93.10344828
Solyc07g019650.2.1,-1.975685559,7.206919013,0.00257243,"Pentatricopeptide repeat-containing protein At2g32230, mitochondrial (AHRD V1 *--- PP179_ARATH); contains Interpro domain(s)  IPR002528  Multi antimicrobial extrusion protein MatE ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g021750.1.1,-1.532414418,5.376528163,0.023379076,"Cytidine deaminase (AHRD V1 ***- Q9XEX5_ARATH); contains Interpro domain(s)  IPR006263  Cytidine deaminase, homodimeric ",AT2G19570,AT-CDA1,Encodes a cytidine deaminase that deaminates cytidine and deoxycytidine and is competitively inhibited by cytosine-containing compounds.,54.04,322,1.00E-78,290,96.02446483
Solyc07g022780.2.1,1.401221739,4.270166835,0.048100457,"Calcium-transporting ATPase (AHRD V1 ***- A8NHF4_COPC7); contains Interpro domain(s)  IPR001757  ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter ",AT1G10130,ATECA3,type IIA Ca2+-ATPase,81.65,327,3.00E-159,557,88.82833787
Solyc07g025110.1.1,2.966702757,2.856791549,0.001585615,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g025190.1.1,-3.087539248,4.265566253,2.59E-05,Integrase core domain containing protein (AHRD V1 *-*- Q0KIP7_SOLDE); contains Interpro domain(s)  IPR005162  Retrotransposon gag protein ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g025390.2.1,-1.925538823,6.483315853,0.003309191,Peptidyl-prolyl cis-trans isomerase cyclophilin-type (AHRD V1 *--- A8HX99_CHLRE),AT4G33380,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G04555.1); similar to Os02g0761600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048198.1); similar to Os06g0214100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057130.1); similar to unnamed protein product [Ostreococcus tauri] (GB:CAL57590.1),50.8,313,1.00E-80,296,94.95268139
Solyc07g026660.2.1,1.437754896,9.123028545,0.024466874,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g026670.2.1,-2.437516416,4.382495839,0.000785258,Glutathione-regulated potassium-efflux system protein (AHRD V1 **** Q46EP4_METBF); contains Interpro domain(s)  IPR006153  Cation/H+ exchanger ,AT2G19600,ATKEA4,member of Putative potassium proton antiporter family,74.19,558,0,748,94.74637681
Solyc07g032170.2.1,2.580730823,3.170560007,0.003070712,Abhydrolase domain-containing protein 5 (AHRD V1 **-- B4FAQ7_MAIZE),AT4G24160,NA,"hydrolase, alpha/beta fold family protein; similar to hydrolase, alpha/beta fold family protein [Arabidopsis thaliana] (TAIR:AT4G36530.2); similar to Os09g0520200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063697.1); similar to CGI-58 protein -like [Oryza sativa (japonica cultivar-group)] (GB:BAD46672.1); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Alpha/beta hydrolase fold-1; (InterPro:IPR000073); contains InterPro domain Epoxide hydrolase; (InterPro:IPR000639); contains InterPro domain Alpha/beta hydrolase; (InterPro:IPR003089)",85,140,1.00E-69,258,81.65680473
Solyc07g039270.2.1,-4.610305719,5.851744678,3.80E-09,"&aposchromo&apos domain containing protein (AHRD V1 *-*- Q6L3Q3_SOLDE); contains Interpro domain(s)  IPR001878  Zinc finger, CCHC-type ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g039290.1.1,1.377209789,9.174307235,0.030573993,TO54-2 (Fragment) (AHRD V1 ***- Q3LVL5_TAROF),NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g039380.2.1,-1.458668323,5.005994558,0.035113512,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g040740.2.1,1.583342861,3.336997322,0.032271035,"Diacylglycerol acyltransferase (AHRD V1 **** Q9FUL6_PERFR); contains Interpro domain(s)  IPR004299  Membrane bound O-acyl transferase, MBOAT ",AT2G19450,ABX45,Encodes Acyl-CoA:diacylglycerol acyltransferase (DGAT) catalyzes the final step of the triacylglycerol synthesis pathway. An insertion  mutation in the TAG1 gene results in altered lipid phenotype. Role in senescence and seed development.,69.96,476,0,679,87.96116505
Solyc07g040940.2.1,-2.805907575,5.992209938,6.25E-05,Receptor-like protein kinase (AHRD V1 *-*- Q9FZP2_ARATH); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ,AT5G57035,NA,"protein kinase family protein; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT2G19410.1); similar to Os06g0574200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057924.1); similar to U-box domain containing protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF93477.1); similar to Os02g0218600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046306.1); contains InterPro domain UspA; (InterPro:IPR006016); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain U box; (InterPro:IPR003613)",50.87,749,0,707,96.11780455
Solyc07g040970.1.1,2.925731219,3.321822244,0.005915581,Ribosomal protein L5 (AHRD V1 *-*- Q70G83_SOLCO); contains Interpro domain(s)  IPR002132  Ribosomal protein L5 ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g041330.1.1,1.544150615,3.479221689,0.03994902,EMB1611/MEE22 (AHRD V1 ***- D7LH45_ARALY),NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g041750.2.1,1.547907936,3.360957802,0.042650687,"Os03g0169000 protein (Fragment) (AHRD V1 ***- Q0DUS7_ORYSJ); contains Interpro domain(s)  IPR004348  Protein of unknown function DUF246, plant ",AT5G35570,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G37980.1); similar to Os09g0442900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063294.1); similar to Plant protein family, putative [Medicago truncatula] (GB:ABE88136.1); contains InterPro domain Protein of unknown function DUF246, plant; (InterPro:IPR004348)",68.73,646,0,885,96.75425039
Solyc07g041930.2.1,1.796202458,4.595277355,0.008522619,Adenylyl cyclase (AHRD V1 ***- C5MTW3_NICBE),AT3G21465,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G15640.1); similar to adenyl cyclase [Nicotiana tabacum] (GB:AAB87670.1),58.28,326,4.00E-117,418,81.45363409
Solyc07g041980.2.1,-2.001078169,5.093840123,0.003564403,Seed length and weight protein long form for short seed (AHRD V1 *--- C6L699_ORYSI),NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g042030.1.1,1.774776116,3.93473414,0.013039233,Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7L610_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g042080.2.1,-2.363511651,4.284174063,0.000748503,"Inter-alpha-trypsin inhibitor domain protein (AHRD V1 *-*- Q1YZ74_PHOPR); contains Interpro domain(s)  IPR002035  von Willebrand factor, type A ",AT1G19110,NA,"inter-alpha-trypsin inhibitor heavy chain-related; similar to inter-alpha-trypsin inhibitor heavy chain-related [Arabidopsis thaliana] (TAIR:AT1G72500.1); similar to IMP dehydrogenase/GMP reductase [Medicago truncatula] (GB:ABE78212.1); similar to von Willebrand factor type A domain containing protein [Oryza sativa (japonica cultivar-group)] (GB:AAU89244.1); similar to von Willebrand factor type A domain containing protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF96527.1); contains InterPro domain von Willebrand factor, type A; (InterPro:IPR002035)",58.56,736,0,847,96.94555113
Solyc07g042190.2.1,-2.593538905,3.501364097,0.000760396,Os10g0422600 protein (Fragment) (AHRD V1 *-*- Q0IXM0_ORYSJ); contains Interpro domain(s)  IPR007650  Protein of unknown function DUF581 ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g042440.2.1,-1.676657165,4.547913475,0.019286044,Alkyl hydroperoxide reductase/Thiol specific antioxidant family protein (AHRD V1 **-- B0C2Q1_ACAM1); contains Interpro domain(s)  IPR000866  Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen ,AT3G26060,ATPRX,encodes periredoxin Q which decomposes peroxides and plays a role in the protection of the photosynthetic apparatus,75.14,185,1.00E-76,282,85.04672897
Solyc07g042900.2.1,-2.048226235,5.305663982,0.003102668,"Major facilitator family transporter (AHRD V1 **-* C9KLG5_9FIRM); contains Interpro domain(s)  IPR016196  Major facilitator superfamily, general substrate transporter ",AT3G13050,NA,transporter-related; similar to carbohydrate transporter/ sugar porter [Arabidopsis thaliana] (TAIR:AT3G20660.1); similar to Major facilitator superfamily [Medicago truncatula] (GB:ABE91081.1); contains InterPro domain Major facilitator superfamily; (InterPro:IPR007114); contains InterPro domain Major facilitator superfamily MFS_1; (InterPro:IPR011701),53.21,483,9.00E-128,454,96.27329193
Solyc07g042960.1.1,1.647759093,3.074137749,0.026400263,Kelch-like protein 14 (AHRD V1 ***- B6T7I5_MAIZE); contains Interpro domain(s)  IPR015915  Kelch-type beta propeller ,AT1G16250,NA,"kelch repeat-containing F-box family protein; similar to kelch repeat-containing F-box family protein [Arabidopsis thaliana] (TAIR:AT3G63220.2); similar to Kelch-motif containing protein [Oryza meridionalis] (GB:ABD16047.1); similar to Kelch-motif containing protein [Oryza sativa (japonica cultivar-group)] (GB:ABD16057.1); similar to Os02g0504900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046914.1); contains InterPro domain Cyclin-like F-box; (InterPro:IPR001810); contains InterPro domain Galactose oxidase, central; (InterPro:IPR011043); contains InterPro domain Kelch repeat; (InterPro:IPR006652)",60,170,3.00E-58,221,95.48022599
Solyc07g043130.2.1,-3.069551737,5.224896677,3.68E-05,Os12g0117400 protein (Fragment) (AHRD V1 **-- Q0IQJ6_ORYSJ); contains Interpro domain(s)  IPR004249  NPH3 ,AT2G30520,RPT2,light inducible root phototropism 2 encoding a signal transducer of the phototropic response in Arabidopsis,69.65,593,0,853,99.65337955
Solyc07g044860.2.1,-1.446967882,8.143727856,0.024296932,"Oxygen-evolving enhancer protein 2, chloroplastic (AHRD V1 ***- PSBP_SOLLC); contains Interpro domain(s)  IPR002683  Photosystem II oxygen evolving complex protein PsbP ",AT1G06680,OE23,Encodes a 23 kD extrinsic protein that is part of photosystem II and participates in the regulation of oxygen evolution.,77.48,262,1.00E-105,379,98.45559846
Solyc07g044980.2.1,-5.249489117,7.876476859,1.18E-11,NPR1-1 protein (Fragment) (AHRD V1 ***- B8XQT4_SOYBN); contains Interpro domain(s)  IPR013069  BTB/POZ ,AT5G45110,ATNPR3,"Encodes a paralog of NPR1.  Involved in negative regulation of defense responses against bacterial and oomycete pathogens.  npr3 mutants has elevated level of PR1 expression.  Interacts with TGA2, TGA3, TGA5 and TGA6 in yeast two hybrid assays.",50.46,541,3.00E-131,465,92.68292683
Solyc07g045080.2.1,-3.437183759,4.538322361,2.53E-05,"Alcohol dehydrogenase zinc-containing (AHRD V1 **-* B4RDK4_PHEZH); contains Interpro domain(s)  IPR002085  Alcohol dehydrogenase superfamily, zinc-containing ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g045090.2.1,-3.385856989,4.12317333,0.000124675,"Alcohol dehydrogenase zinc-binding domain protein (AHRD V1 **-* D2QM87_SPILD); contains Interpro domain(s)  IPR002085  Alcohol dehydrogenase superfamily, zinc-containing ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g045210.1.1,-1.847520782,7.615462705,0.004546636,Unknown Protein (AHRD V1),AT2G04280,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G12700.1); similar to Os10g0456400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064754.1); similar to Proteinase inhibitor I4, serpin [Medicago truncatula] (GB:ABE79305.1); contains domain YggU-like (SSF69786)",69.88,571,0,836,97.25557461
Solyc07g045290.2.1,-1.681156045,5.057160673,0.013205553,Long-chain-fatty-acid--CoA ligase 3 (AHRD V1 **** ACSL3_HUMAN); contains Interpro domain(s)  IPR000873  AMP-dependent synthetase and ligase ,AT2G04350,LACS8,"long-chain-fatty-acid--CoA ligase family protein / long-chain acyl-CoA synthetase family protein (LACS8); similar to LACS9 (LONG CHAIN ACYL-COA SYNTHETASE 9), long-chain-fatty-acid-CoA ligase [Arabidopsis thaliana] (TAIR:AT1G77590.1); similar to Os05g0317200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055177.1); similar to putative long chain acyl-CoA synthetase 9 [Trifolium pratense] (GB:BAE71220.1); similar to long chain acyl-CoA synthetase [Brassica napus] (GB:CAC19877.1); contains InterPro domain AMP-dependent synthetase and ligase; (InterPro:IPR000873)",72.67,677,0,1025,92.57221458
Solyc07g045550.1.1,4.178799926,4.687293882,1.65E-07,"Transcriptional regulator STERILE APETALA (AHRD V1 ***- SAP_ARATH); contains Interpro domain(s)  IPR017986  WD40 repeat, region ",AT5G35770,SAP,A recessive mutation in the Arabidopsis STERILE APETALA (SAP) causes severe aberrations in inflorescence  and flower and ovule development.,53.81,381,2.00E-111,399,98.16753927
Solyc07g047610.2.1,-1.330671049,5.219129377,0.048332411,Transcriptional adapter 2 (AHRD V1 *-*- B6K677_SCHJY); contains Interpro domain(s)  IPR016827  Transcriptional adaptor 2 ,AT4G16420,ADA2B,Transcriptional co-activator. Essential for the developmental switch from cell proliferation to cell differentiation in response to variations in auxin and cytokinin concentrations.,52.58,561,9.00E-152,533,99.46524064
Solyc07g047850.2.1,-1.73999892,9.335254082,0.006763884,"Chlorophyll a-b binding protein 4, chloroplastic (AHRD V1 **** CB24_SOLLC); contains Interpro domain(s)  IPR001344  Chlorophyll A-B binding protein ",AT2G05100,LHCB2,Lhcb2.1 protein encoding a subunit of the light harvesting complex II. Member of a gene family with high degree of sequence similarity. Initially LHCB2.3 was considered as a separate gene but appears to be an allele of LHCB2.1.,86.42,265,2.00E-136,481,99.2481203
Solyc07g047860.2.1,-2.015717502,6.880198402,0.002102284,"Nup133 nucleoporin family protein expressed (AHRD V1 **-- Q10PQ6_ORYSJ); contains Interpro domain(s)  IPR014908  Nup133, N-terminal ",AT2G05120,NA,transporter; similar to Unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAN52748.1); similar to nucleoporin [Lotus japonicus] (GB:CAI64810.1); similar to Os03g0225500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049433.1); contains InterPro domain Nup133 nucleoporin; (InterPro:IPR007187),54.57,1336,0,1369,99.84882842
Solyc07g048010.2.1,1.257257435,5.292617773,0.048699168,Thymidylate kinase family protein (AHRD V1 **** D7MSE9_ARALY); contains Interpro domain(s)  IPR000062  Thymidylate kinase-like ,AT5G59440,ATTMPK.1,thymidylate kinase family protein; similar to Os07g0639900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060418.1); similar to putative thymidylate kinase [Oryza sativa (japonica cultivar-group)] (GB:BAC45213.1); contains InterPro domain Thymidylate kinase; (InterPro:IPR000062),76.47,204,1.00E-90,329,76.02996255
Solyc07g048100.1.1,2.897920477,3.375801158,0.000954072,BRCA1 C Terminus domain containing protein expressed (AHRD V1 *-*- Q6ATS1_ORYSJ); contains Interpro domain(s)  IPR001357  BRCT ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g049210.2.1,1.734836762,4.074394326,0.014320526,BAH-PHD domain-containing protein (Fragment) (AHRD V1 **-- A9S8N5_PHYPA); contains Interpro domain(s)  IPR001025  Bromo adjacent region ,AT4G22140,EBS,"DNA binding; similar to bromo-adjacent homology (BAH) domain-containing protein [Arabidopsis thaliana] (TAIR:AT4G04260.1); similar to unknown [Solanum tuberosum] (GB:ABB29929.1); contains InterPro domain Zinc finger, FYVE/PHD-type; (InterPro:IPR011011); contains InterPro domain Zinc finger, PHD-type; (InterPro:IPR001965); contains InterPro domain Bromo adjacent region; (InterPro:IPR001025)",77.23,224,6.00E-105,376,99.07834101
Solyc07g049300.2.1,-2.293720689,4.025424363,0.00153844,"Endoglucanase 1 (AHRD V1 ***- B6U0J0_MAIZE); contains Interpro domain(s)  IPR001701  Glycoside hydrolase, family 9 ",AT2G32990,AtGH9B8,"glycosyl hydrolase family 9 protein; Identical to Endoglucanase 11 precursor (EC 3.2.1.4) (Endo-1,4-beta glucanase 11) [Arabidopsis Thaliana] (GB:O48766); similar to endo-1,4-beta-glucanase, putative / cellulase, putative [Arabidopsis thaliana] (TAIR:AT4G11050.1); similar to endo-1,4-beta-glucanase, putative / cellulase, putative [Arabidopsis thaliana] (TAIR:AT1G64390.1); similar to Endoglucanase 22 precursor (Endo-1,4-beta glucanase 22) (OsGLU11) (GB:Q6H3Z9); similar to Endoglucanase 7 precursor (Endo-1,4-beta glucanase 7) (OsGLU10) (GB:Q6Z5P2); similar to putative endo-1,4-beta-glucanase [Eucalyptus globulus] (GB:AAZ08321.1); contains InterPro domain Six-hairpin glycosidase; (InterPro:IPR008928); contains InterPro domain Glycoside transferase, six-hairpin, subgroup; (InterPro:IPR012343); contains InterPro domain Glycoside hydrolase, family 9; (InterPro:IPR001701)",76.99,465,0,770,92.06349206
Solyc07g049320.2.1,1.568575183,5.333906773,0.016180505,Nucleobase ascorbate transporter (AHRD V1 **-* B9IAJ7_POPTR); contains Interpro domain(s)  IPR006043  Xanthine/uracil/vitamin C permease ,AT2G05760,NA,xanthine/uracil permease family protein; Identical to Nucleobase-ascorbate transporter 1 (AtNAT1) (NAT1) [Arabidopsis Thaliana] (GB:Q9SHZ3); similar to xanthine/uracil permease family protein [Arabidopsis thaliana] (TAIR:AT2G34190.1); similar to putative permease 1 [Oryza sativa (japonica cultivar-group)] (GB:BAB61205.1); similar to putative permease [Gossypium hirsutum] (GB:AAT64019.1); similar to putative permease 1 [Oryza sativa (japonica cultivar-group)] (GB:BAD03486.1); contains InterPro domain Xanthine/uracil/vitamin C permease; (InterPro:IPR006043),85.19,520,0,868,99.23518164
Solyc07g049590.2.1,-1.710181398,5.206217248,0.011565359,Ankyrin repeat and BTB/POZ domain protein (AHRD V1 *-*- A1CMQ3_ASPCL); contains Interpro domain(s)  IPR013089  Kelch related ,AT2G04740,NA,ankyrin repeat family protein; similar to MGC80260 protein [Xenopus laevis] (GB:AAH72172.1); similar to Os06g0318200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057501.1); contains InterPro domain Ankyrin; (InterPro:IPR002110); contains InterPro domain BTB; (InterPro:IPR000210); contains InterPro domain BTB/POZ; (InterPro:IPR013069),72.96,551,0,783,95.15570934
Solyc07g049740.2.1,1.96197159,3.299036459,0.014237802,"Lipid-A-disaccharide synthase-like protein (AHRD V1 ***- D8QYK7_SELML); contains Interpro domain(s)  IPR003835  Glycosyl transferase, family 19 ",AT2G04560,NA,"glycotransferase family protein 19; similar to lipid-A-disaccharide synthase [Silicibacter sp. TM1040] (GB:YP_613397.1); similar to Os01g0752600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044267.1); contains InterPro domain Glycosyl transferase, family 19; (InterPro:IPR003835)",59.91,439,1.00E-149,526,96.24724062
Solyc07g052480.2.1,-3.81619654,3.988676558,7.10E-06,Isocitrate lyase (AHRD V1 **** Q9FQD2_IPOBA); contains Interpro domain(s)  IPR006254  Isocitrate lyase ,AT3G21720,ICL,"isocitrate lyase, putative; Identical to Isocitrate lyase (EC 4.1.3.1) (Isocitrase) (Isocitratase) (ICL) (ICL) [Arabidopsis Thaliana] (GB:P28297;GB:Q41948;GB:Q9LSZ2); similar to mutase family protein [Arabidopsis thaliana] (TAIR:AT1G77060.1); similar to Isocitrate lyase (Isocitrase) (Isocitratase) (ICL) (GB:P17069); similar to Isocitrate lyase (Isocitrase) (Isocitratase) (ICL) (GB:P25248); similar to glyoxysomal isocitrate lyase [Brassica napus] (GB:CAA73792.1); contains InterPro domain Isocitrate lyase; (InterPro:IPR006254); contains InterPro domain Isocitrate lyase and phosphorylmutase; (InterPro:IPR000918)",81.42,576,0,936,99.65277778
Solyc07g052570.2.1,-1.515437699,4.499794861,0.027408154,SET and zf-MYND domain-containing protein (AHRD V1 ***- D8U5L8_VOLCA); contains Interpro domain(s)  IPR001214  SET ,AT3G21820,ATXR2,"SET domain-containing protein; Identical to Histone-lysine N-methyltransferase ATXR2 (EC 2.1.1.43) (Trithorax- related protein 2) (TRX-related protein 2) (Protein SET DOMAIN GROUP 36) (ATXR2) [Arabidopsis Thaliana] (GB:Q5PP37;GB:Q9LSY2); similar to SDG37 (SET DOMAIN GROUP 37), zinc ion binding [Arabidopsis thaliana] (TAIR:AT2G17900.1); similar to H0323C08.3 [Oryza sativa (indica cultivar-group)] (GB:CAJ86213.1); similar to Os04g0629100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053965.1); contains InterPro domain Nuclear protein SET; (InterPro:IPR001214); contains InterPro domain Zinc finger, MYND-type; (InterPro:IPR002893)",63.39,489,7.00E-177,617,99.58847737
Solyc07g052610.2.1,-1.723236066,3.006738875,0.030429427,Cyclin (AHRD V1 *-*- D8UD80_VOLCA); contains Interpro domain(s)  IPR012389  Negative regulatory factor PREG ,AT3G21870,CYCP2;1,"CYCP2;1 (cyclin p2;1); cyclin-dependent protein kinase; similar to CYCP3,1 (cyclin p3,1), cyclin-dependent protein kinase [Arabidopsis thaliana] (TAIR:AT2G45080.1); similar to PREG-like protein [Picea mariana] (GB:AAC32127.1); contains InterPro domain Cyclin, N-terminal; (InterPro:IPR006671); contains InterPro domain Cyclin-like; (InterPro:IPR011028); contains InterPro domain Cyclin-related; (InterPro:IPR013763); contains InterPro domain Negative regulatory factor PREG; (InterPro:IPR012389)",64.18,201,1.00E-57,219,82.23140496
Solyc07g052930.2.1,-1.633549422,3.799200222,0.024529506,BHLH transcription factor-like (AHRD V1 *-*- Q8S0N2_ORYSJ); contains Interpro domain(s)  IPR011598  Helix-loop-helix DNA-binding ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g053020.1.1,-2.075519763,3.10143919,0.042654364,"Cc-nbs-lrr, resistance protein",NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g053060.2.1,-2.071020295,5.962931301,0.00193466,Pentatricopeptide repeat (AHRD V1 ***- Q2HRN6_MEDTR); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ,AT2G30780,NA,pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT2G48000.1); similar to Pentatricopeptide repeat [Medicago truncatula] (GB:ABD33237.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940),51.18,424,7.00E-128,454,83.92857143
Solyc07g053140.2.1,-1.52427045,5.257740096,0.02012066,"CONSTANS-like zinc finger protein (AHRD V1 *-*- D0EP07_SOYBN); contains Interpro domain(s)  IPR000315  Zinc finger, B-box ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g053150.2.1,-1.717540079,4.315900235,0.014748703,"Protein cyaY (AHRD V1 *-*- A8EZC3_RICCK); contains Interpro domain(s)  IPR001794  Frataxin, subgroup ",NA,NA,NA,NA,NA,NA,NA,NA
